ProductId,ProductName,ProductDescription,UnitPrice,StockQuantity,CategoryId,CountryOfOrigin,ProductImageUrl
1929,Dayanıklı Kamp Çadırı,"Kamp Çadırı kategorisinde dayanıklı kalite sunan, Spain menşeli harika bir ürün.",1789.59,412,9,Germany,https://picsum.photos/seed/1929/200
1930,Profesyonel Sandalet,"Sandalet kategorisinde profesyonel kalite sunan, Spain menşeli harika bir ürün.",4301.72,851,7,Italy,https://picsum.photos/seed/1930/200
1931,Akıllı Yapboz (Puzzle),"Yapboz (Puzzle) kategorisinde akıllı kalite sunan, France menşeli harika bir ürün.",1962.13,637,10,Germany,https://picsum.photos/seed/1931/200
1932,Profesyonel Ütü,"Ütü kategorisinde profesyonel kalite sunan, Netherlands menşeli harika bir ürün.",10949.43,318,4,Spain,https://picsum.photos/seed/1932/200
1933,Orijinal USB Bellek,"USB Bellek kategorisinde orijinal kalite sunan, Spain menşeli harika bir ürün.",26552.92,695,2,Netherlands,https://picsum.photos/seed/1933/200
1934,Yüksek Performanslı Akustik Gitar,"Akustik Gitar kategorisinde yüksek performanslı kalite sunan, Germany menşeli harika bir ürün.",25112.25,896,15,Germany,https://picsum.photos/seed/1934/200
1935,Dayanıklı Robot Süpürge,"Robot Süpürge kategorisinde dayanıklı kalite sunan, Spain menşeli harika bir ürün.",7983.69,16,4,Netherlands,https://picsum.photos/seed/1935/200
1936,Kompakt Güneş Gözlüğü,"Güneş Gözlüğü kategorisinde kompakt kalite sunan, Germany menşeli harika bir ürün.",13681.73,962,14,Türkiye,https://picsum.photos/seed/1936/200
1937,Kompakt Lambader,"Lambader kategorisinde kompakt kalite sunan, France menşeli harika bir ürün.",1992.66,778,5,France,https://picsum.photos/seed/1937/200
1938,Profesyonel Parfüm,"Parfüm kategorisinde profesyonel kalite sunan, Spain menşeli harika bir ürün.",1643.43,948,8,Italy,https://picsum.photos/seed/1938/200
1939,Yeni Sezon Akademik Ajanda,"Akademik Ajanda kategorisinde yeni sezon kalite sunan, Netherlands menşeli harika bir ürün.",346.57,779,11,Spain,https://picsum.photos/seed/1939/200
1940,Premium Kahve Makinesi,"Kahve Makinesi kategorisinde premium kalite sunan, Germany menşeli harika bir ürün.",2073.95,972,4,France,https://picsum.photos/seed/1940/200
1941,Premium Tektaş Yüzük,"Tektaş Yüzük kategorisinde premium kalite sunan, Türkiye menşeli harika bir ürün.",1020.04,472,14,Germany,https://picsum.photos/seed/1941/200
1942,Yüksek Performanslı Saç Serumu,"Saç Serumu kategorisinde yüksek performanslı kalite sunan, Italy menşeli harika bir ürün.",216.15,999,8,Türkiye,https://picsum.photos/seed/1942/200
1943,Ultra Akıllı Bileklik,"Akıllı Bileklik kategorisinde ultra kalite sunan, Germany menşeli harika bir ürün.",25315.07,678,14,Netherlands,https://picsum.photos/seed/1943/200
1944,Ergonomik Deri Bot,"Deri Bot kategorisinde ergonomik kalite sunan, Türkiye menşeli harika bir ürün.",1713.24,115,7,France,https://picsum.photos/seed/1944/200
1945,Kompakt Akıllı Bileklik,"Akıllı Bileklik kategorisinde kompakt kalite sunan, Spain menşeli harika bir ürün.",35446.58,297,14,France,https://picsum.photos/seed/1945/200
1946,Ultra Dijital Kamera,"Dijital Kamera kategorisinde ultra kalite sunan, Türkiye menşeli harika bir ürün.",4253.43,166,1,France,https://picsum.photos/seed/1946/200
1947,Ergonomik Terlik,"Terlik kategorisinde ergonomik kalite sunan, Türkiye menşeli harika bir ürün.",4020.19,927,7,Spain,https://picsum.photos/seed/1947/200
1948,Kompakt Hızlı Şarj Aleti,"Hızlı Şarj Aleti kategorisinde kompakt kalite sunan, France menşeli harika bir ürün.",10276.29,207,3,Italy,https://picsum.photos/seed/1948/200
1949,Profesyonel Deri Bot,"Deri Bot kategorisinde profesyonel kalite sunan, Türkiye menşeli harika bir ürün.",2638.25,240,7,Germany,https://picsum.photos/seed/1949/200
1950,Ultra Akademik Ajanda,"Akademik Ajanda kategorisinde ultra kalite sunan, Italy menşeli harika bir ürün.",144.29,732,11,Spain,https://picsum.photos/seed/1950/200
1951,Kompakt Kot Pantolon,"Kot Pantolon kategorisinde kompakt kalite sunan, Germany menşeli harika bir ürün.",2705.11,210,6,France,https://picsum.photos/seed/1951/200
1952,Kompakt Ekran Koruyucu,"Ekran Koruyucu kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",4968.72,69,3,Germany,https://picsum.photos/seed/1952/200
1953,Akıllı Köpek Tasması,"Köpek Tasması kategorisinde akıllı kalite sunan, Türkiye menşeli harika bir ürün.",166.6,744,13,Spain,https://picsum.photos/seed/1953/200
1954,Profesyonel Tektaş Yüzük,"Tektaş Yüzük kategorisinde profesyonel kalite sunan, Italy menşeli harika bir ürün.",20692.37,722,14,Germany,https://picsum.photos/seed/1954/200
1955,Premium Tırmalama Tahtası,"Tırmalama Tahtası kategorisinde premium kalite sunan, Italy menşeli harika bir ürün.",1817.12,963,13,Spain,https://picsum.photos/seed/1955/200
1956,Ergonomik Ekran Koruyucu,"Ekran Koruyucu kategorisinde ergonomik kalite sunan, Germany menşeli harika bir ürün.",433.31,512,3,Türkiye,https://picsum.photos/seed/1956/200
1957,Ultra Parfüm,"Parfüm kategorisinde ultra kalite sunan, Netherlands menşeli harika bir ürün.",564.07,964,8,Türkiye,https://picsum.photos/seed/1957/200
1958,Yüksek Performanslı Tektaş Yüzük,"Tektaş Yüzük kategorisinde yüksek performanslı kalite sunan, France menşeli harika bir ürün.",2599.01,140,14,Netherlands,https://picsum.photos/seed/1958/200
1959,Profesyonel Deri Bot,"Deri Bot kategorisinde profesyonel kalite sunan, Spain menşeli harika bir ürün.",1875.27,304,7,Netherlands,https://picsum.photos/seed/1959/200
1960,Ultra Spor Ayakkabı,"Spor Ayakkabı kategorisinde ultra kalite sunan, Türkiye menşeli harika bir ürün.",3244.89,896,7,Spain,https://picsum.photos/seed/1960/200
1961,Ultra Pamuklu T-Shirt,"Pamuklu T-Shirt kategorisinde ultra kalite sunan, France menşeli harika bir ürün.",1765.76,882,6,Italy,https://picsum.photos/seed/1961/200
1962,Orijinal Akıllı Bileklik,"Akıllı Bileklik kategorisinde orijinal kalite sunan, Netherlands menşeli harika bir ürün.",48308.89,641,14,Netherlands,https://picsum.photos/seed/1962/200
1963,Dayanıklı Spor Ayakkabı,"Spor Ayakkabı kategorisinde dayanıklı kalite sunan, Spain menşeli harika bir ürün.",4950.78,350,7,Netherlands,https://picsum.photos/seed/1963/200
1964,Yüksek Performanslı Akıllı Telefon,"Akıllı Telefon kategorisinde yüksek performanslı kalite sunan, Italy menşeli harika bir ürün.",6436.69,728,3,Germany,https://picsum.photos/seed/1964/200
1965,Yeni Sezon Dolma Kalem,"Dolma Kalem kategorisinde yeni sezon kalite sunan, Türkiye menşeli harika bir ürün.",304.66,85,11,Spain,https://picsum.photos/seed/1965/200
1966,Akıllı Topuklu Ayakkabı,"Topuklu Ayakkabı kategorisinde akıllı kalite sunan, Germany menşeli harika bir ürün.",2896.15,316,7,Spain,https://picsum.photos/seed/1966/200
1967,Yüksek Performanslı SSD Disk,"SSD Disk kategorisinde yüksek performanslı kalite sunan, Türkiye menşeli harika bir ürün.",20580.2,698,2,Spain,https://picsum.photos/seed/1967/200
1968,Premium Akustik Gitar,"Akustik Gitar kategorisinde premium kalite sunan, France menşeli harika bir ürün.",14460.52,193,15,Spain,https://picsum.photos/seed/1968/200
1969,Lüks Dolma Kalem,"Dolma Kalem kategorisinde lüks kalite sunan, Italy menşeli harika bir ürün.",451.58,975,11,Italy,https://picsum.photos/seed/1969/200
1970,Yeni Sezon Akülü Araba,"Akülü Araba kategorisinde yeni sezon kalite sunan, Netherlands menşeli harika bir ürün.",4822.04,810,10,Germany,https://picsum.photos/seed/1970/200
1971,Premium Blender,"Blender kategorisinde premium kalite sunan, Germany menşeli harika bir ürün.",10677.66,645,4,Netherlands,https://picsum.photos/seed/1971/200
1972,Orijinal Köpek Tasması,"Köpek Tasması kategorisinde orijinal kalite sunan, Germany menşeli harika bir ürün.",66.87,535,13,Türkiye,https://picsum.photos/seed/1972/200
1973,Kompakt Şampuan,"Şampuan kategorisinde kompakt kalite sunan, Germany menşeli harika bir ürün.",278.21,868,8,Italy,https://picsum.photos/seed/1973/200
1974,Ergonomik Bisiklet,"Bisiklet kategorisinde ergonomik kalite sunan, Spain menşeli harika bir ürün.",4965.85,905,9,Netherlands,https://picsum.photos/seed/1974/200
1975,Kompakt Çalışma Masası,"Çalışma Masası kategorisinde kompakt kalite sunan, Spain menşeli harika bir ürün.",5581.83,42,5,Spain,https://picsum.photos/seed/1975/200
1976,Premium Blender,"Blender kategorisinde premium kalite sunan, France menşeli harika bir ürün.",7159.46,214,4,France,https://picsum.photos/seed/1976/200
1977,Kompakt Makyaj Seti,"Makyaj Seti kategorisinde kompakt kalite sunan, France menşeli harika bir ürün.",472.13,588,8,Germany,https://picsum.photos/seed/1977/200
1978,Profesyonel Bilim Kitabı,"Bilim Kitabı kategorisinde profesyonel kalite sunan, Italy menşeli harika bir ürün.",272.52,794,11,Germany,https://picsum.photos/seed/1978/200
1979,Ekonomik Güneş Gözlüğü,"Güneş Gözlüğü kategorisinde ekonomik kalite sunan, France menşeli harika bir ürün.",23755.95,599,14,Türkiye,https://picsum.photos/seed/1979/200
1980,Profesyonel Oyun Laptopu,"Oyun Laptopu kategorisinde profesyonel kalite sunan, France menşeli harika bir ürün.",53653.75,162,2,Italy,https://picsum.photos/seed/1980/200
1981,Lüks Kedi Maması,"Kedi Maması kategorisinde lüks kalite sunan, Spain menşeli harika bir ürün.",1968.01,893,13,Italy,https://picsum.photos/seed/1981/200
1982,Yüksek Performanslı Tektaş Yüzük,"Tektaş Yüzük kategorisinde yüksek performanslı kalite sunan, Spain menşeli harika bir ürün.",26984.75,946,14,Italy,https://picsum.photos/seed/1982/200
1983,Ergonomik Akıllı Saat,"Akıllı Saat kategorisinde ergonomik kalite sunan, Spain menşeli harika bir ürün.",2075.12,873,1,Türkiye,https://picsum.photos/seed/1983/200
1984,Ergonomik Blender,"Blender kategorisinde ergonomik kalite sunan, France menşeli harika bir ürün.",13724.58,874,4,Germany,https://picsum.photos/seed/1984/200
1985,Ekonomik Bluetooth Hoparlör,"Bluetooth Hoparlör kategorisinde ekonomik kalite sunan, Germany menşeli harika bir ürün.",14200.23,658,1,Spain,https://picsum.photos/seed/1985/200
1986,Profesyonel Güneş Gözlüğü,"Güneş Gözlüğü kategorisinde profesyonel kalite sunan, Germany menşeli harika bir ürün.",3605.52,632,14,France,https://picsum.photos/seed/1986/200
1987,Profesyonel Çay Makinesi,"Çay Makinesi kategorisinde profesyonel kalite sunan, Netherlands menşeli harika bir ürün.",9600.12,997,4,Türkiye,https://picsum.photos/seed/1987/200
1988,Yüksek Performanslı Harici Harddisk,"Harici Harddisk kategorisinde yüksek performanslı kalite sunan, Netherlands menşeli harika bir ürün.",2047.49,757,2,Türkiye,https://picsum.photos/seed/1988/200
1989,Akıllı Topuklu Ayakkabı,"Topuklu Ayakkabı kategorisinde akıllı kalite sunan, Netherlands menşeli harika bir ürün.",3032.57,308,7,Italy,https://picsum.photos/seed/1989/200
1990,Premium Kuş Kafesi,"Kuş Kafesi kategorisinde premium kalite sunan, Türkiye menşeli harika bir ürün.",355.42,910,13,Germany,https://picsum.photos/seed/1990/200
1991,Ergonomik Hızlı Şarj Aleti,"Hızlı Şarj Aleti kategorisinde ergonomik kalite sunan, Spain menşeli harika bir ürün.",31140.62,362,3,Türkiye,https://picsum.photos/seed/1991/200
1992,Lüks Şampuan,"Şampuan kategorisinde lüks kalite sunan, Italy menşeli harika bir ürün.",949.56,604,8,Spain,https://picsum.photos/seed/1992/200
1993,Ekonomik Dolma Kalem,"Dolma Kalem kategorisinde ekonomik kalite sunan, Türkiye menşeli harika bir ürün.",135.99,69,11,Germany,https://picsum.photos/seed/1993/200
1994,Lüks Deri Bot,"Deri Bot kategorisinde lüks kalite sunan, Türkiye menşeli harika bir ürün.",205.21,482,7,Germany,https://picsum.photos/seed/1994/200
1995,Premium Lastik Parlatıcı,"Lastik Parlatıcı kategorisinde premium kalite sunan, Germany menşeli harika bir ürün.",543.97,77,12,Netherlands,https://picsum.photos/seed/1995/200
1996,Ergonomik Bluetooth Hoparlör,"Bluetooth Hoparlör kategorisinde ergonomik kalite sunan, France menşeli harika bir ürün.",6549.37,693,1,Netherlands,https://picsum.photos/seed/1996/200
1997,Premium Powerbank,"Powerbank kategorisinde premium kalite sunan, Germany menşeli harika bir ürün.",1166.93,40,3,Italy,https://picsum.photos/seed/1997/200
1998,Profesyonel Köpek Tasması,"Köpek Tasması kategorisinde profesyonel kalite sunan, Netherlands menşeli harika bir ürün.",321.63,688,13,Italy,https://picsum.photos/seed/1998/200
1999,Ergonomik Tenis Raketi,"Tenis Raketi kategorisinde ergonomik kalite sunan, Türkiye menşeli harika bir ürün.",3421.6,944,9,Spain,https://picsum.photos/seed/1999/200
2000,Ekonomik Harici Harddisk,"Harici Harddisk kategorisinde ekonomik kalite sunan, Italy menşeli harika bir ürün.",16282.46,448,2,Türkiye,https://picsum.photos/seed/2000/200
2001,Yeni Sezon Topuklu Ayakkabı,"Topuklu Ayakkabı kategorisinde yeni sezon kalite sunan, Netherlands menşeli harika bir ürün.",3971.81,563,7,Netherlands,https://picsum.photos/seed/2001/200
2002,Akıllı Akülü Araba,"Akülü Araba kategorisinde akıllı kalite sunan, France menşeli harika bir ürün.",2645.87,313,10,Netherlands,https://picsum.photos/seed/2002/200
2003,Ultra Elbise,"Elbise kategorisinde ultra kalite sunan, Germany menşeli harika bir ürün.",1766.62,798,6,Spain,https://picsum.photos/seed/2003/200
2004,Profesyonel Gardırop,"Gardırop kategorisinde profesyonel kalite sunan, Netherlands menşeli harika bir ürün.",21080.75,902,5,Netherlands,https://picsum.photos/seed/2004/200
2005,Kompakt Köşe Koltuk,"Köşe Koltuk kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",18600.51,782,5,France,https://picsum.photos/seed/2005/200
2006,Akıllı Köpek Tasması,"Köpek Tasması kategorisinde akıllı kalite sunan, Germany menşeli harika bir ürün.",231.28,766,13,Netherlands,https://picsum.photos/seed/2006/200
2007,Ergonomik Dijital Kamera,"Dijital Kamera kategorisinde ergonomik kalite sunan, Italy menşeli harika bir ürün.",21285.75,857,1,Spain,https://picsum.photos/seed/2007/200
2008,Yüksek Performanslı Telefon Kılıfı,"Telefon Kılıfı kategorisinde yüksek performanslı kalite sunan, Spain menşeli harika bir ürün.",33970.59,3,3,Türkiye,https://picsum.photos/seed/2008/200
2009,Kompakt Yoga Matı,"Yoga Matı kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",5579.45,166,9,Italy,https://picsum.photos/seed/2009/200
2010,Ultra Sandalet,"Sandalet kategorisinde ultra kalite sunan, Spain menşeli harika bir ürün.",435.82,265,7,Germany,https://picsum.photos/seed/2010/200
2011,Lüks Ukulele,"Ukulele kategorisinde lüks kalite sunan, Türkiye menşeli harika bir ürün.",8824.69,393,15,Germany,https://picsum.photos/seed/2011/200
2012,Ergonomik 4K Smart TV,"4K Smart TV kategorisinde ergonomik kalite sunan, Italy menşeli harika bir ürün.",22148.27,103,1,Netherlands,https://picsum.photos/seed/2012/200
2013,Ekonomik Ceket,"Ceket kategorisinde ekonomik kalite sunan, Italy menşeli harika bir ürün.",437.69,195,6,France,https://picsum.photos/seed/2013/200
2014,Lüks Silecek Takımı,"Silecek Takımı kategorisinde lüks kalite sunan, Italy menşeli harika bir ürün.",3254.89,367,12,Netherlands,https://picsum.photos/seed/2014/200
2015,Ultra Ofis Sandalyesi,"Ofis Sandalyesi kategorisinde ultra kalite sunan, Germany menşeli harika bir ürün.",16935.8,288,5,France,https://picsum.photos/seed/2015/200
2016,Kompakt Tenis Raketi,"Tenis Raketi kategorisinde kompakt kalite sunan, Italy menşeli harika bir ürün.",4818.72,242,9,Türkiye,https://picsum.photos/seed/2016/200
2017,Akıllı Piyano,"Piyano kategorisinde akıllı kalite sunan, Netherlands menşeli harika bir ürün.",22128.0,220,15,Germany,https://picsum.photos/seed/2017/200
2018,Ekonomik Parfüm,"Parfüm kategorisinde ekonomik kalite sunan, France menşeli harika bir ürün.",1665.85,375,8,Spain,https://picsum.photos/seed/2018/200
2019,Ergonomik Motor Yağı,"Motor Yağı kategorisinde ergonomik kalite sunan, Netherlands menşeli harika bir ürün.",3286.66,554,12,Netherlands,https://picsum.photos/seed/2019/200
2020,Akıllı Ütü,"Ütü kategorisinde akıllı kalite sunan, Netherlands menşeli harika bir ürün.",10692.93,703,4,Germany,https://picsum.photos/seed/2020/200
2021,Ultra Akvaryum Motoru,"Akvaryum Motoru kategorisinde ultra kalite sunan, Italy menşeli harika bir ürün.",1459.62,826,13,France,https://picsum.photos/seed/2021/200
2022,Akıllı Koşu Bandı,"Koşu Bandı kategorisinde akıllı kalite sunan, Netherlands menşeli harika bir ürün.",6090.71,423,9,Italy,https://picsum.photos/seed/2022/200
2023,Ergonomik Futbol Topu,"Futbol Topu kategorisinde ergonomik kalite sunan, Spain menşeli harika bir ürün.",5710.6,242,9,Italy,https://picsum.photos/seed/2023/200
2024,Orijinal Elektro Gitar,"Elektro Gitar kategorisinde orijinal kalite sunan, Italy menşeli harika bir ürün.",5833.81,757,15,Netherlands,https://picsum.photos/seed/2024/200
2025,Yeni Sezon Güneş Gözlüğü,"Güneş Gözlüğü kategorisinde yeni sezon kalite sunan, Türkiye menşeli harika bir ürün.",7965.76,407,14,Türkiye,https://picsum.photos/seed/2025/200
2026,Dayanıklı Tablet Bilgisayar,"Tablet Bilgisayar kategorisinde dayanıklı kalite sunan, France menşeli harika bir ürün.",12188.82,34,3,Netherlands,https://picsum.photos/seed/2026/200
2027,Kompakt Defter,"Defter kategorisinde kompakt kalite sunan, Spain menşeli harika bir ürün.",420.12,104,11,Italy,https://picsum.photos/seed/2027/200
2028,Profesyonel Köşe Koltuk,"Köşe Koltuk kategorisinde profesyonel kalite sunan, France menşeli harika bir ürün.",10484.78,74,5,Germany,https://picsum.photos/seed/2028/200
2029,Profesyonel Kedi Kumu,"Kedi Kumu kategorisinde profesyonel kalite sunan, France menşeli harika bir ürün.",359.64,732,13,Italy,https://picsum.photos/seed/2029/200
2030,Ekonomik Silecek Takımı,"Silecek Takımı kategorisinde ekonomik kalite sunan, Türkiye menşeli harika bir ürün.",3123.42,831,12,France,https://picsum.photos/seed/2030/200
2031,Ekonomik Boyama Seti,"Boyama Seti kategorisinde ekonomik kalite sunan, Italy menşeli harika bir ürün.",454.85,594,11,Netherlands,https://picsum.photos/seed/2031/200
2032,Lüks Jant Kapağı,"Jant Kapağı kategorisinde lüks kalite sunan, Italy menşeli harika bir ürün.",2592.92,913,12,Türkiye,https://picsum.photos/seed/2032/200
2033,Yeni Sezon 4K Smart TV,"4K Smart TV kategorisinde yeni sezon kalite sunan, Türkiye menşeli harika bir ürün.",2506.29,978,1,Spain,https://picsum.photos/seed/2033/200
2034,Orijinal Ofis Sandalyesi,"Ofis Sandalyesi kategorisinde orijinal kalite sunan, Spain menşeli harika bir ürün.",16764.33,414,5,Germany,https://picsum.photos/seed/2034/200
2035,Orijinal Jant Kapağı,"Jant Kapağı kategorisinde orijinal kalite sunan, Spain menşeli harika bir ürün.",1061.82,11,12,Italy,https://picsum.photos/seed/2035/200
2036,Ergonomik Akustik Gitar,"Akustik Gitar kategorisinde ergonomik kalite sunan, Italy menşeli harika bir ürün.",29549.66,537,15,France,https://picsum.photos/seed/2036/200
2037,Yeni Sezon Akıllı Saat,"Akıllı Saat kategorisinde yeni sezon kalite sunan, Germany menşeli harika bir ürün.",38543.33,743,1,Netherlands,https://picsum.photos/seed/2037/200
2038,Ultra Kedi Kumu,"Kedi Kumu kategorisinde ultra kalite sunan, France menşeli harika bir ürün.",560.7,132,13,Netherlands,https://picsum.photos/seed/2038/200
2039,Dayanıklı Saç Serumu,"Saç Serumu kategorisinde dayanıklı kalite sunan, Türkiye menşeli harika bir ürün.",1069.85,744,8,Türkiye,https://picsum.photos/seed/2039/200
2040,Profesyonel Tektaş Yüzük,"Tektaş Yüzük kategorisinde profesyonel kalite sunan, Italy menşeli harika bir ürün.",20450.49,440,14,Türkiye,https://picsum.photos/seed/2040/200
2041,Orijinal 4K Smart TV,"4K Smart TV kategorisinde orijinal kalite sunan, France menşeli harika bir ürün.",32744.92,988,1,Netherlands,https://picsum.photos/seed/2041/200
2042,Orijinal Güneş Kremi,"Güneş Kremi kategorisinde orijinal kalite sunan, Türkiye menşeli harika bir ürün.",1129.84,281,8,Germany,https://picsum.photos/seed/2042/200
2043,Profesyonel Kamp Çadırı,"Kamp Çadırı kategorisinde profesyonel kalite sunan, Netherlands menşeli harika bir ürün.",8083.48,539,9,Türkiye,https://picsum.photos/seed/2043/200
2044,Ekonomik Lastik Parlatıcı,"Lastik Parlatıcı kategorisinde ekonomik kalite sunan, Italy menşeli harika bir ürün.",3488.18,983,12,Türkiye,https://picsum.photos/seed/2044/200
2045,Profesyonel Tablet Bilgisayar,"Tablet Bilgisayar kategorisinde profesyonel kalite sunan, Netherlands menşeli harika bir ürün.",21385.19,517,3,France,https://picsum.photos/seed/2045/200
2046,Kompakt Defter,"Defter kategorisinde kompakt kalite sunan, Türkiye menşeli harika bir ürün.",252.44,764,11,Türkiye,https://picsum.photos/seed/2046/200
2047,Lüks Keman,"Keman kategorisinde lüks kalite sunan, Spain menşeli harika bir ürün.",13287.71,771,15,Spain,https://picsum.photos/seed/2047/200
2048,Dayanıklı Bisiklet,"Bisiklet kategorisinde dayanıklı kalite sunan, Germany menşeli harika bir ürün.",8767.66,30,9,Italy,https://picsum.photos/seed/2048/200
2049,Kompakt Sandalet,"Sandalet kategorisinde kompakt kalite sunan, Italy menşeli harika bir ürün.",1919.92,515,7,Italy,https://picsum.photos/seed/2049/200
2050,Profesyonel Çalışma Masası,"Çalışma Masası kategorisinde profesyonel kalite sunan, Spain menşeli harika bir ürün.",10214.0,444,5,Spain,https://picsum.photos/seed/2050/200
2051,Kompakt Defter,"Defter kategorisinde kompakt kalite sunan, Germany menşeli harika bir ürün.",189.45,892,11,Germany,https://picsum.photos/seed/2051/200
2052,Kompakt Güneş Gözlüğü,"Güneş Gözlüğü kategorisinde kompakt kalite sunan, Netherlands menşeli harika bir ürün.",34427.24,675,14,Netherlands,https://picsum.photos/seed/2052/200
2053,Orijinal Lastik Parlatıcı,"Lastik Parlatıcı kategorisinde orijinal kalite sunan, France menşeli harika bir ürün.",1542.31,193,12,Spain,https://picsum.photos/seed/2053/200
2054,Kompakt Gümüş Kolye,"Gümüş Kolye kategorisinde kompakt kalite sunan, France menşeli harika bir ürün.",3691.15,468,14,Germany,https://picsum.photos/seed/2054/200
2055,Premium Köşe Koltuk,"Köşe Koltuk kategorisinde premium kalite sunan, Spain menşeli harika bir ürün.",18465.04,167,5,Spain,https://picsum.photos/seed/2055/200
2056,Premium Kablosuz Mouse,"Kablosuz Mouse kategorisinde premium kalite sunan, France menşeli harika bir ürün.",39378.07,642,2,Türkiye,https://picsum.photos/seed/2056/200
2057,Ergonomik Akıllı Bileklik,"Akıllı Bileklik kategorisinde ergonomik kalite sunan, Türkiye menşeli harika bir ürün.",42671.14,806,14,Netherlands,https://picsum.photos/seed/2057/200
2058,Kompakt Kedi Maması,"Kedi Maması kategorisinde kompakt kalite sunan, Germany menşeli harika bir ürün.",255.08,495,13,Türkiye,https://picsum.photos/seed/2058/200
2059,Yüksek Performanslı Güneş Kremi,"Güneş Kremi kategorisinde yüksek performanslı kalite sunan, France menşeli harika bir ürün.",390.95,361,8,France,https://picsum.photos/seed/2059/200
2060,Orijinal Yemek Masası,"Yemek Masası kategorisinde orijinal kalite sunan, Italy menşeli harika bir ürün.",7688.95,974,5,Germany,https://picsum.photos/seed/2060/200
2061,Dayanıklı Tektaş Yüzük,"Tektaş Yüzük kategorisinde dayanıklı kalite sunan, Germany menşeli harika bir ürün.",32505.58,895,14,Türkiye,https://picsum.photos/seed/2061/200
2062,Kompakt Gümüş Kolye,"Gümüş Kolye kategorisinde kompakt kalite sunan, Germany menşeli harika bir ürün.",24329.12,755,14,Italy,https://picsum.photos/seed/2062/200
2063,Orijinal Makyaj Seti,"Makyaj Seti kategorisinde orijinal kalite sunan, Spain menşeli harika bir ürün.",1405.34,578,8,Italy,https://picsum.photos/seed/2063/200
2064,Akıllı Uzaktan Kumandalı Araba,"Uzaktan Kumandalı Araba kategorisinde akıllı kalite sunan, France menşeli harika bir ürün.",1066.18,420,10,Italy,https://picsum.photos/seed/2064/200
2065,Yüksek Performanslı 27 inç Monitör,"27 inç Monitör kategorisinde yüksek performanslı kalite sunan, Italy menşeli harika bir ürün.",27766.95,219,2,Spain,https://picsum.photos/seed/2065/200
2066,Ergonomik Lambader,"Lambader kategorisinde ergonomik kalite sunan, France menşeli harika bir ürün.",20726.0,492,5,Türkiye,https://picsum.photos/seed/2066/200
2067,Orijinal Ekran Koruyucu,"Ekran Koruyucu kategorisinde orijinal kalite sunan, Italy menşeli harika bir ürün.",33769.43,192,3,Italy,https://picsum.photos/seed/2067/200
2068,Orijinal Yapboz (Puzzle),"Yapboz (Puzzle) kategorisinde orijinal kalite sunan, Germany menşeli harika bir ürün.",3211.8,471,10,Spain,https://picsum.photos/seed/2068/200
2069,Orijinal Tenis Raketi,"Tenis Raketi kategorisinde orijinal kalite sunan, Türkiye menşeli harika bir ürün.",6147.72,272,9,France,https://picsum.photos/seed/2069/200
2070,Yeni Sezon SSD Disk,"SSD Disk kategorisinde yeni sezon kalite sunan, France menşeli harika bir ürün.",33390.01,218,2,France,https://picsum.photos/seed/2070/200
2071,Orijinal Akustik Gitar,"Akustik Gitar kategorisinde orijinal kalite sunan, Netherlands menşeli harika bir ürün.",20200.57,700,15,Germany,https://picsum.photos/seed/2071/200
2072,Premium Gardırop,"Gardırop kategorisinde premium kalite sunan, Türkiye menşeli harika bir ürün.",6644.6,771,5,Türkiye,https://picsum.photos/seed/2072/200
2073,Yüksek Performanslı Kamp Çadırı,"Kamp Çadırı kategorisinde yüksek performanslı kalite sunan, Italy menşeli harika bir ürün.",3326.5,428,9,Germany,https://picsum.photos/seed/2073/200
2074,Ekonomik Spor Ayakkabı,"Spor Ayakkabı kategorisinde ekonomik kalite sunan, Spain menşeli harika bir ürün.",3936.61,706,7,Türkiye,https://picsum.photos/seed/2074/200
2075,Premium Yapboz (Puzzle),"Yapboz (Puzzle) kategorisinde premium kalite sunan, Netherlands menşeli harika bir ürün.",3650.38,75,10,Italy,https://picsum.photos/seed/2075/200
2076,Yeni Sezon Akustik Gitar,"Akustik Gitar kategorisinde yeni sezon kalite sunan, France menşeli harika bir ürün.",8912.03,588,15,Netherlands,https://picsum.photos/seed/2076/200
2077,Lüks Silecek Takımı,"Silecek Takımı kategorisinde lüks kalite sunan, Germany menşeli harika bir ürün.",3364.64,39,12,Netherlands,https://picsum.photos/seed/2077/200
2078,Ultra Çay Makinesi,"Çay Makinesi kategorisinde ultra kalite sunan, Germany menşeli harika bir ürün.",12541.12,205,4,Germany,https://picsum.photos/seed/2078/200
2079,Ultra Hızlı Şarj Aleti,"Hızlı Şarj Aleti kategorisinde ultra kalite sunan, Italy menşeli harika bir ürün.",34332.72,549,3,Türkiye,https://picsum.photos/seed/2079/200
2080,Yeni Sezon Bilim Kitabı,"Bilim Kitabı kategorisinde yeni sezon kalite sunan, Italy menşeli harika bir ürün.",86.31,264,11,Italy,https://picsum.photos/seed/2080/200
2081,Lüks Köpek Tasması,"Köpek Tasması kategorisinde lüks kalite sunan, France menşeli harika bir ürün.",1516.38,784,13,Italy,https://picsum.photos/seed/2081/200
